userId,beer_beerid,beer_name,beer_style,beer_abv,review_overall,review_time
105,6987,Apache Trout Stout,American Stout,5,5,1137980221
105,8199,Spinnakers Tsarist Imperial Stout,Russian Imperial Stout,7.75,5,1137979519
105,10899,Horny Toad IPA,American IPA,7.1,5,1137980546
105,51257,Black Tuesday,American Double / Imperial Stout,18.2,5,1322513730
105,74537,S'more Tuesday,American Double / Imperial Stout,18.3,4.5,1322629907
106,347,Sea Dog Old East India Pale Ale,English India Pale Ale (IPA),6.2,4,1304377826
106,717,Downtown Brown,English Brown Ale,5,3.5,1304185434
106,910,Abbot Ale,English Pale Ale,5,4,1304120360
106,14849,Orange Blossom Cream Ale,Fruit / Vegetable Beer,5.2,3,1304119141
107,357,Smoke Ale,Smoked Beer,6,4,1253496022
107,9970,Camo Silver ICE,American Malt Liquor,9,3,1253345463
111,44706,400 Pound Monkey,English India Pale Ale (IPA),6.7,4,1267845892
111,67612,Saint Arnold Divine Reserve #11,American Double / Imperial IPA,8.9,4,1301434260
114,5653,Double Barrel Ale,English Pale Ale,5,5,1270182582
115,1164,St. Andrew's Ale,Scottish Ale,4.6,4,1113351282
115,1194,Buckwheat Ale,Fruit / Vegetable Beer,4.8,4,1113351998
115,2965,XS Old Crustacean,American Barleywine,11.5,4,1113351808
115,3295,Old Jubilation,Old Ale,8.3,4.5,1131228959
115,3747,Augustinian Ale,English Pale Ale,5.2,4,1125528215
115,4526,Goliath,English Pale Ale,4.7,3,1113607533
115,4904,Black Sheep Ale (Special),English Pale Ale,4.4,4,1115246755
115,26900,Brew Masters Private Reserve,American Pale Lager,8.5,4.5,1132147650
116,2505,City Steam Naughty Nurse Pale Ale,English Bitter,5,3.5,1156707000
116,3432,Ironbound Ale,American Pale Ale (APA),5.1,4.5,1128123674
116,15259,Double D IPA,American Double / Imperial IPA,9.6,4.5,1155600746
116,30840,City Steam Chet Baker IPL,American Amber / Red Lager,6.2,3.5,1156706527
116,31222,Jolly Roger Imperial Stout,Russian Imperial Stout,9,4,1155605220
117,619,Boont ESB,Extra Special / Strong Bitter (ESB),6.8,4.5,1247443601
117,799,Radeberger Pilsner,German Pilsener,4.8,4,1095119762
117,6660,Paddywhack IPA,English India Pale Ale (IPA),6.5,3.5,1095120713
117,10365,Mill Street Tankhouse Ale,American Pale Ale (APA),5.2,4,1224118272
117,13670,Old Yale Pale Ale,American Pale Ale (APA),5.25,3.5,1247624308
117,25625,Kronenbourg Blanc,Witbier,5,5,1252735459
119,311,Harpoon IPA,American IPA,5.9,3.5,1173541646
119,6200,Appalachian Ale,American Pale Ale (APA),,4,1177851806
119,8297,Samuel Adams White Ale,Witbier,5.2,3.5,1173192259
119,11767,Roedy Red,American Amber / Red Ale,,4,1174684260
119,28672,UFO Raspberry Hefeweizen,Fruit / Vegetable Beer,5.1,4,1191621512
119,32575,Bohemian Black Lager,Schwarzbier,4.9,3,1174398037
119,38377,Morimoto Soba Ale,Fruit / Vegetable Beer,4.8,4,1191621130
120,78,Blanche De Bruxelles / Manneken Pis Belgian White,Witbier,4.5,4.5,1312731112
120,299,#9,Fruit / Vegetable Beer,5.1,3,1316744392
120,354,Chipotle Ale,Chile Beer,5.5,3.5,1281925738
120,570,Brooklyn Oktoberfest Beer,Märzen / Oktoberfest,5.5,4,1316664750
120,760,Weihenstephaner Kristallweissbier,Kristalweizen,5.4,4.5,1314570758
120,1387,Humble Patience,Irish Red Ale,4.6,3.5,1316740961
120,1585,Raspberry Tart,Fruit / Vegetable Beer,4,5,1281926454
120,6518,Dale's Pale Ale,American Pale Ale (APA),6.5,4,1315870456
120,9873,Hi.P.A.,American IPA,6.7,3,1316574955
120,20762,Doggie Claws,American Barleywine,11.5,4,1296012672
120,22505,Green Flash West Coast I.P.A.,American IPA,7.3,4,1316483186
120,23713,Session Lager,American Pale Lager,5.1,4,1318555684
120,40149,Brooklyn Black OPS,Russian Imperial Stout,10.7,4,1324491206
120,42887,Blue Moon Pale Moon,Belgian Pale Ale,5.4,3,1313380462
120,44755,Harpoon Leviathan - Imperial IPA,American Double / Imperial IPA,10,4.5,1285371645
120,45482,Picnic Ants,Saison / Farmhouse Ale,8,4,1313079723
120,47465,Shiner Kosmos Reserve,American Pale Lager,4.98,3,1314066951
120,47583,Hopus,Belgian IPA,8.5,4,1313848654
120,48619,(512) Alt,Altbier,6,3.5,1312944039
120,49472,Mirror Mirror,English Barleywine,11,4.5,1313849687
120,51268,John John Hazelnut (Rum Barrel Aged),American Brown Ale,5,3.5,1322349136
120,55939,Hoptimum Double IPA - Beer Camp #19,American Double / Imperial IPA,10.4,4,1297385296
120,58754,Detour Double India Pale Ale,American Double / Imperial IPA,9.5,3.5,1309488653
120,59811,Lips Of Faith - BELGO Belgian India Pale Ale,Belgian IPA,7,3,1298081356
120,60620,Hex,American Amber / Red Ale,5.4,3.5,1316664267
120,60846,Smoked Baltic Porter,Baltic Porter,7.5,3.5,1315011789
120,61149,Happy Camper IPA,American IPA,6.6,4,1314933999
120,61208,(512) TWO,American Double / Imperial IPA,9,4,1315107057
120,62653,Commercial Suicide,English Dark Mild Ale,3.3,3,1321665387
120,63170,Mandarin Saison,Saison / Farmhouse Ale,7.5,3.5,1315189972
120,64657,Shiner Old-Time Alt,Altbier,4.2,3.5,1314068143
120,64790,Nelson O'rye-ly,Rye Beer,6,4,1323320346
120,65995,Blur,Hefeweizen,,2.5,1312291809
120,68746,Collaboration No. 2 - White IPA,Belgian IPA,7.5,4,1316906120
120,68895,Harpoon Rich & Dan's Rye IPA (100 Barrel Series #37),Rye Beer,6.9,3.5,1321307861
120,69408,Fire Eagle IPA,American IPA,6.2,3.5,1312732016
120,69447,Peacemaker Extra Pale Ale,English Pale Mild Ale,5.1,4,1313532325
120,70018,Pearl Snap Pils,German Pilsener,5.3,4,1313531208
120,70089,Blue Moon Summer Honey Wheat,American Pale Wheat Ale,5.2,2.5,1313378560
120,71583,Re: Session IPA,American IPA,5.5,4,1312518284
120,72696,Falconer's IPA,American IPA,7,3.5,1317346196
120,73139,25th Anniversary Vanilla Doubledog,American Strong Ale,7,3.5,1319765176
120,73253,Mission Trail Ale,Kölsch,,3.5,1316400908
120,73542,Saint Arnold Santo,Kölsch,,3,1321303034
120,73629,Session Fest,American Amber / Red Lager,6.2,4,1318554244
120,74591,Griffin's Bow,American Barleywine,11.5,3,1322446020
124,22189,Bengali Tiger,American IPA,6.4,3,1323909696
124,44896,New Dogtown Pale Ale,American Pale Ale (APA),6.2,4,1325130039
125,436,Amstel Light,Light Lager,3.5,3,1157869654
126,195,Mirror Pond Pale Ale,American Pale Ale (APA),5,2.5,1297474464
126,751,Sweetwater 420 Extra Pale Ale,American Pale Ale (APA),5.4,3.5,1284331851
126,1062,Live Oak HefeWeizen,Hefeweizen,5.2,5,1289265780
126,1158,Pride & Joy Mild Ale,American Pale Ale (APA),5,4.5,1297816270
126,1792,Great Lakes Nosferatu,American Strong Ale,8,4.5,1290047358
126,2010,Bell's Java Stout,American Double / Imperial Stout,7.5,3.5,1286679561
126,2810,Coffee Stout,American Stout,5.75,4.5,1301102173
126,2898,Tuppers' Hop Pocket Ale,American Pale Ale (APA),6,3,1284338887
126,5815,Frye's Leap India Pale Ale,American IPA,6.2,4,1283299829
126,6076,Flower Power India Pale Ale,American IPA,7.5,4.5,1292388901
126,6103,Lemongrass Wheat Ale,American Pale Wheat Ale,5.3,4,1284933120
126,6368,Masala Mama India Pale Ale,American IPA,5.9,5,1292806054
126,8682,Bell's Winter White Ale,Witbier,5,3,1293417585
126,9474,Temptation,American Wild Ale,7.25,4.5,1294548001
126,9478,Gumballhead,American Pale Wheat Ale,4.5,4,1287273150
126,10308,Drake's IPA,American IPA,7,4,1287537552
126,13711,Hurricane Kitty,American IPA,5.5,4.5,1295394907
126,13741,Redemption,Belgian Pale Ale,5.15,4.5,1297819884
126,14119,Whoop Pass IPA,American Double / Imperial IPA,9,4.5,1285108273
126,16385,Mothers Milk Stout,Milk / Sweet Stout,6,4,1296444094
126,17900,Short's Huma-Lupa-Licious IPA,American IPA,6.9,4.5,1296699250
126,21950,Terrapin Coffee Oatmeal Imperial Stout,American Double / Imperial Stout,8.1,4,1287708107
126,25095,Drake's 1500 Pale Ale,American Pale Ale (APA),5.2,4,1285799469
126,28165,Bender,American Brown Ale,5.1,4.5,1298339098
126,28992,St. Vincent's Dubbel,Dubbel,8,2.5,1291526470
126,35608,Just Outstanding IPA,American IPA,6.8,4.5,1289618330
126,39269,Saison Vautour,Saison / Farmhouse Ale,7,5,1291255711
126,40775,Peruvian Morning,American Double / Imperial Stout,8.5,4.5,1297908020
126,41778,Cucapá Chupacabras Pale Ale,English Pale Ale,5.8,4,1285283579
126,42474,Lips Of Faith - Eric's Ale,American Wild Ale,7,4.5,1283658299
126,42930,Kryptonite,American Double / Imperial IPA,10.5,4.5,1308537013
126,46080,Apocalypse Cow,American Double / Imperial IPA,11,3.5,1296694073
126,46332,Short's S'more Stout,American Stout,9.2,4,1284343714
126,46363,Jai Alai IPA,American IPA,7.5,4,1295832132
126,46376,Old Rasputin XI,Russian Imperial Stout,11.6,3.5,1283560493
126,46562,Farm Girl Saison,Saison / Farmhouse Ale,6,3.5,1296873989
126,46849,Abrasive Ale,American Double / Imperial IPA,9,5,1294190973
126,47026,Buried Hatchet Stout,American Double / Imperial Stout,8.25,3,1297479819
126,47434,Hop Henge Experimental IPA,American Double / Imperial IPA,9,4.5,1296953013
126,47546,Matt,American Strong Ale,11.5,4.5,1294966161
126,48911,Founders Cerise,Fruit / Vegetable Beer,6.5,2.5,1283829165
126,49092,Bell's Oarsman,Berliner Weissbier,4,3,1289872806
126,50081,Jai Alai IPA - Cedar Aged (Humidor Series),American IPA,7.5,4.5,1295833859
126,50882,NBC EOS Wheat,Hefeweizen,5.2,4,1300400765
126,51313,Strawberry Short's Cake,Fruit / Vegetable Beer,5,2,1291251506
126,52128,Tröegs Java Head Stout,Oatmeal Stout,7.5,4,1285633457
126,52718,Lot No3 India Pale Ale,American IPA,6.8,4,1289870252
126,53962,Hop'solutely,American Double / Imperial IPA,11.5,3.5,1296786063
126,54116,Fatali Four,Saison / Farmhouse Ale,4.5,4,1311820489
126,55063,Imperial Eclipse Stout - Elijah Craig (12 Year),American Double / Imperial Stout,9.5,4.5,1298514306
126,56275,Short's Key Lime Pie,Fruit / Vegetable Beer,5.75,4,1284239485
126,56875,Ommegang BPA (Belgian-style Pale Ale),Belgian Pale Ale,6.2,3.5,1284680610
126,58413,Dantalion Dark Wild Ale,American Wild Ale,8.5,4.5,1297309921
126,58610,Hoppy Birthday,American Pale Ale (APA),5.25,5,1303949891
126,60780,Lima,American Black Ale,6.3,3,1284080540
126,60826,Freedom Of '78,American IPA,7,4.5,1296697843
126,60886,Deliverance,American Strong Ale,12.5,4,1325643154
126,61014,Tristessa,American Wild Ale,7,4.5,1282963194
126,61753,Scratch Beer 33 - 2010 (Saison De Mueze),Saison / Farmhouse Ale,6,4,1284675873
126,62064,Apple Brandy Brown,English Brown Ale,5,4,1285375283
126,62527,Autumnal,Saison / Farmhouse Ale,7.2,2.5,1288229934
126,62851,Outrage IPA,American IPA,7,4,1291603410
126,62872,Olde Rabbit's Foot,American Double / Imperial Stout,10.13,4,1294187596
126,62873,Mike,Dubbel,7.6,3.5,1292550752
126,62974,Snowstorm 2010,Weizenbock,7,4.5,1296099931
126,63493,November,American Brown Ale,7.7,4,1293939192
126,63500,Dark Wit,Witbier,4.8,3.5,1289701460
126,63649,Rare D.O.S.,American Double / Imperial Stout,,5,1307230451
126,63860,Dark Intrigue,Russian Imperial Stout,9.1,3.5,1296963335
126,64545,Double Sunshine IPA,American Double / Imperial IPA,8,4.5,1296695213
126,64832,Sticke'y Monkey,Tripel,9.5,2,1295829482
126,64906,Trois Enfants,Saison / Farmhouse Ale,6.7,4,1297303945
126,64916,Anna,Saison / Farmhouse Ale,6.4,4,1311818718
126,69543,Shaun B-day (Hill Farmstead 1st Anniversary) Imperial Stout,American Double / Imperial Stout,9.5,4,1311823136
126,69902,Motueka,American Pale Ale (APA),5.2,4,1311813759
126,73016,H.E.R.O. (Chocolate Peanut Butter Porter),American Porter,6,3.5,1323486658
128,59,Allagash White,Witbier,5.2,3.5,1074529288
128,79,Wee Heavy,Scotch Ale / Wee Heavy,6.5,4,1062765137
128,183,Smuttynose Octoberfest (Big Beer Series),Märzen / Oktoberfest,6.7,3,1073746862
128,243,Alba Scots Pine Ale,Scottish Gruit / Ancient Herbed Ale,7.5,3,1104963989
128,245,Fraoch Heather Ale,Scottish Gruit / Ancient Herbed Ale,5,4,1104961571
128,272,Harvest,American Brown Ale,4.6,3.5,1063888135
128,293,Old Thumper ESA,Extra Special / Strong Bitter (ESB),5.9,3.5,1064177931
128,307,Harpoon Summer Beer,Kölsch,5.5,4.5,1100722271
128,686,Winter Ale (Special Brew),Extra Special / Strong Bitter (ESB),5.3,3,1073567901
128,846,Samuel Adams Scotch Ale,Scotch Ale / Wee Heavy,5.4,4,1089911553
128,902,Saranac Caramel Porter,American Porter,5.4,3,1070548109
128,903,Saranac Adirondack Lager,German Pilsener,5.5,4.5,1070640147
128,914,Saranac Pale Ale,English Pale Ale,5.5,3.5,1070894611
128,1052,Bar Harbor Real Ale,English Brown Ale,5.2,5,1095885131
128,1120,Shipyard Export Ale,American Blonde Ale,5,3.5,1073567510
128,1136,Geary's Summer Ale,Kölsch,6,4,1097013242
128,1288,Magic Hole IPA,American IPA,,4.5,1089911458
128,1462,Saranac Belgian White,Witbier,5.3,4,1069683271
128,1465,Saranac Stout,Milk / Sweet Stout,5.4,3.5,1073011231
128,1522,Saranac Octoberfest,Märzen / Oktoberfest,5.4,3,1068817132
128,1555,Ebulum Elderberry Black Ale,Scottish Gruit / Ancient Herbed Ale,6.5,3.5,1104963910
128,1630,Geary's Hampshire Special Ale,English Strong Ale,7,5,1073312369
128,1668,Tuckerman's Pale Ale,American Pale Ale (APA),5.5,4.5,1075319251
128,1932,Pumpkinhead Ale,Pumpkin Ale,5.1,3,1062593964
128,2019,Saranac Season's Best - Nut Brown Lager,Vienna Lager,5.3,3.5,1073010598
128,2190,Wachusett Blueberry Ale,Fruit / Vegetable Beer,4.4,2.5,1063996879
128,2231,Brooklyn Monster Ale,English Barleywine,10.8,3.5,1062768320
128,2301,Saranac Single Malt,Scottish Ale,5,3,1070461277
128,2442,St. Peter's Cream Stout,Milk / Sweet Stout,6.5,4.5,1092406182
128,2486,Brother Adam's Bragget Ale,Braggot,11.8,4,1095886742
128,2532,Lobster Ale,American Amber / Red Ale,5,5,1095885224
128,2564,The Tanner's Jack,English Pale Ale,4.4,3.5,1104961506
128,2936,Bischoff Premium Pilsener,German Pilsener,4.7,3.5,1082726335
128,3050,Kalik,American Adjunct Lager,,4,1082743209
128,3340,Harbor Lighthouse Ale,English Dark Mild Ale,3.2,4,1066048917
128,3636,Blackbeary Wheat,Fruit / Vegetable Beer,4,3.5,1062082195
128,4849,Red Rack Ale,Extra Special / Strong Bitter (ESB),5.5,3,1094570424
128,5169,Dergy's Honey Blonde Ale,American Blonde Ale,5.5,5,1094767310
128,5333,Kaliber,Low Alcohol Beer,0.5,2,1071938365
128,6005,Gritty McDuff's Halloween Ale,Extra Special / Strong Bitter (ESB),6,4,1089911280
128,6896,Mongozo (Palmnut),Belgian Strong Dark Ale,7,2,1092751594
128,6928,Pemaquid Ale,Scottish Ale,,3,1063830148
128,6950,Mount Desert Island Ginger,Herbed / Spiced Beer,5.2,4.5,1095886956
128,6970,Dergy's Black & Tan,Black & Tan,,3.5,1095885060
128,7481,Hit The Trail Ale,English Brown Ale,4.4,4.5,1062082861
128,7975,Bière Du Boucanier Golden,Belgian Strong Pale Ale,11,2.5,1082726925
128,7989,Vow Of Silence,Russian Imperial Stout,7.5,4,1078339602
128,8944,Thumbsucker,Russian Imperial Stout,7.8,3,1100722082
128,9557,Vacationland Summer Ale,American Blonde Ale,4.9,4,1102714357
128,9564,Allagash Summer Ale,Belgian Pale Ale,5,3.5,1092406116
128,13403,Dergy's Amber Ale,American Amber / Red Ale,5.5,1,1095886811
128,13404,Dergy's Golden Ale,American Pale Ale (APA),5.5,3.5,1089911629
128,14486,Saranac Golden Pilsener,German Pilsener,5.1,4,1070463870
128,15356,Dergy's Porter,American Porter,,1,1095886615
128,15363,Sparhawk Golden Ale,American Pale Ale (APA),,4.5,1100722181
128,18515,White Mountain Raspberry Weasel Wheat,Fruit / Vegetable Beer,4.13,3,1094570591
128,48050,Young's Oatmeal Stout,Oatmeal Stout,5.2,5,1082743563
129,1567,New Holland Ichabod Ale,Pumpkin Ale,5.5,4,1317437374
129,7348,Founders Porter,American Porter,6.5,4.5,1324435312
129,8388,Kuhnhenn Bourbon Barrel Barley Wine,English Barleywine,14.5,4.5,1324522725
129,13857,Kuhnhenn All Hallows Ale,Pumpkin Ale,6.5,4,1319939702
129,17909,Short's Chocolate Wheat,American Porter,5.4,3.5,1321754024
129,20571,Short's Autumn Ale,Extra Special / Strong Bitter (ESB),5.75,3.5,1320630139
129,28176,Bam Bière,Saison / Farmhouse Ale,4.5,4,1309313441
129,30660,Short's The Curl,American Double / Imperial Pilsner,7.1,4,1305339085
129,32941,Short's Cup A Joe Coffee Creme Stout,American Stout,7,4,1324311728
129,35036,Founders Backwoods Bastard,Scotch Ale / Wee Heavy,10.2,3.5,1289614327
129,35246,Mojo Risin' Double IPA,American Double / Imperial IPA,10.5,2,1272161171
129,36988,Kuhnhenn DRIPA (Double Rice IPA),American Double / Imperial IPA,9.5,4,1282097544
129,37147,Black Licorice Lager,Euro Dark Lager,8,3.5,1275613484
129,37483,Imperial Spruce India Pilsner,American Double / Imperial Pilsner,7.15,4,1279851019
129,38394,Pumking,Pumpkin Ale,8.6,4,1316307514
129,39058,Ginger In The Rye (Rye Munich Weizen),Hefeweizen,7.85,3.5,1322096666
129,39060,Short's Publican Porter (Imperial London Porter),English Porter,9.15,3.5,1325990130
129,44050,Golden Cap,Saison / Farmhouse Ale,6.25,3.5,1306110241
129,45765,Bell's Christmas Ale,Scottish Ale,5.4,3.5,1324089882
129,47210,Arcadia Sky High Rye,Rye Beer,6,4,1302310543
129,47658,Founders CBS Imperial Stout,American Double / Imperial Stout,10.6,4.5,1318800529
129,48458,Nelson Sauvin Single Hop IPA,American IPA,6.9,3.5,1313543623
129,49898,Kuhnhenn Confusion DIPA,American Double / Imperial IPA,10,3.5,1281725054
129,52361,The Oracle,American Double / Imperial IPA,10,4.5,1284174736
129,54564,Short's Kind Ale,American Pale Ale (APA),,3,1320371305
129,54876,Good Humans,American Brown Ale,8,4,1324432600
129,58914,Founders All Day IPA,American IPA,4.8,3.5,1325901127
129,59934,Cobain's Double Dark IPA,American Black Ale,8.2,3.5,1292991489
129,63200,Midland Pale Ale,American Pale Ale (APA),,3,1307747908
129,69894,Founders Cashew Mountain Brown,American Brown Ale,10,4.5,1312052970
129,70072,Kuhnhenn Alsace Saison,Saison / Farmhouse Ale,7.7,3.5,1308954447
129,74853,Hoodoo Midwest Wet Hop IPA,American Double / Imperial IPA,9,4.5,1320368670
129,76673,Kuhnhenn Duvil In Ms Jones Ale,Belgian Strong Pale Ale,8.5,3.5,1325469450
131,115,Butthead Doppelbock,Doppelbock,8.2,3.5,1290515150
131,1577,Wisconsin Belgian Red,Fruit / Vegetable Beer,4,4.5,1290498846
131,2812,Satin Solstice Imperial Stout,American Double / Imperial Stout,7.5,4.5,1288786231
131,20604,Hell Hath No Fury Ale,Belgian Strong Dark Ale,7.7,4,1286665325
131,43412,Bridge Burner Special Reserve Ale,American Strong Ale,8,4,1289500134
131,52900,Painted Ladies Pumpkin Spice Ale,Pumpkin Ale,7.5,3,1287397980
131,56738,Moon Man,American Pale Ale (APA),5,5,1288961902
131,57747,Bourbon County Brand Coffee Stout,American Double / Imperial Stout,13,4,1290946702
131,61154,Collaborative Evil 2010,American Porter,8.2,3,1285778181
131,62648,Hopivore,American Pale Ale (APA),6,2,1288782970
131,68572,Evil Power,American Double / Imperial Pilsner,7.2,4,1304325613
131,70693,Candor,American Wild Ale,,3,1310502838
133,631,Red Tail Ale,American Amber / Red Ale,6.1,3.5,1288056322
133,1167,Heineken Dark Lager,Euro Dark Lager,5,4,1292124986
133,1655,Red Rocket Ale,American Amber / Red Ale,6.8,4.5,1272958976
133,10526,Alpine Ale,American Pale Ale (APA),5.5,3,1313981772
133,14309,Samuel Adams Chocolate Bock,Bock,5.8,3,1291421811
133,16400,AleSmith Wee Heavy,Scotch Ale / Wee Heavy,10,4.5,1313990108
133,23042,Karma,Belgian Pale Ale,5.2,3,1322021495
133,27371,AleSmith Grand Cru Ale,Belgian Strong Dark Ale,10,4,1280381555
133,46749,Samuel Smith's Yorkshire Stingo,English Strong Ale,9,4,1313463028
133,47440,Claymore Scotch Ale,Scotch Ale / Wee Heavy,7.7,4,1313891860
133,55564,Red Chair NWPA,American Pale Ale (APA),6.4,4,1273657606
133,56068,Stone Old Guardian Barley Wine Style Ale 2010,American Barleywine,11.1,3.5,1273656564
133,60420,Sierra Nevada Tumbler Autumn Brown Ale,American Brown Ale,5.5,4,1318650356
134,93,Steel Rail Extra Pale Ale,American Pale Ale (APA),5.3,4,1141513216
134,305,Spitfire (Premium Ale Export),English Pale Ale,4.5,3.5,1106372589
134,361,Brutal Bitter Ale,American IPA,5.8,4,1241759103
134,590,La Trappe Blond (Koningshoeven / Dominus),Belgian Pale Ale,6.5,3.5,1115584560
134,652,Traquair Jacobite,Scotch Ale / Wee Heavy,8,4.5,1158822020
134,658,La Trappe Tripel (Koningshoeven / Dominus),Tripel,8,4,1119044447
134,678,Blanche de Bruges,Witbier,5,5,1092458734
134,723,Gavroche,Bière de Garde,8.5,3.5,1109999747
134,739,Straffe Hendrik Bruin,Belgian Strong Dark Ale,8.5,3,1104654208
134,750,Carib Lager,American Adjunct Lager,5.2,3.5,1090720933
134,773,Goudenband,Flanders Oud Bruin,8,4,1115606024
134,1275,McEwan's Scotch Ale,Scotch Ale / Wee Heavy,8,4.5,1117166677
134,1295,Super Bock,American Adjunct Lager,5.6,3,1114658252
134,1324,Aecht Schlenkerla Rauchbier Urbock,Rauchbier,6.6,4,1183101367
134,1606,Bishops Finger,Extra Special / Strong Bitter (ESB),5.4,3.5,1130989372
134,1687,Jan Van Gent,Belgian Pale Ale,5.5,2,1099706464
134,1703,Cantillon Gueuze 100% Lambic,Gueuze,5,3.5,1149705174
134,1710,Oude Gueuze,Gueuze,6,3.5,1149704806
134,1839,John Labatt Classic,American Pale Lager,5,3.5,1090786931
134,1880,Royal Extra Stout,Milk / Sweet Stout,6.5,2.5,1154653358
134,2044,Köld,American Pale Lager,5,3.5,1095488777
134,2046,Grasshopper,American Pale Wheat Ale,5,3,1109824806
134,2057,La Gaillarde,Belgian Pale Ale,5,4.5,1090787182
134,2060,Michigan Brewing Majestic Nut Brown Ale,English Brown Ale,5,3,1128750746
134,2065,Full Moon Pale Ale,American Pale Ale (APA),5,4.5,1103439936
134,2066,Olde Deuteronomy,American Barleywine,11,4.5,1140556832
134,2073,Alley Kat Smoked Porter,American Porter,5,3.5,1140991684
134,2197,Holsten Premium,German Pilsener,5,3,1103858899
134,2250,Creemore Springs UrBock,Bock,6,4,1109469311
134,2359,L'Érabière,Herbed / Spiced Beer,5,2,1163372971
134,2370,River Ale,American Dark Wheat Ale,7,4,1141513678
134,2389,Deuchars IPA,English India Pale Ale (IPA),4.4,3,1120274418
134,2466,Straffe Hendrik Blonde,Belgian Pale Ale,6,4,1102290289
134,2525,Bière Du Démon,Belgian Strong Pale Ale,12,1,1091509552
134,2656,De Ranke XX Bitter,Belgian IPA,6.2,4,1123568575
134,2703,St-Ambroise Pale Ale,American Pale Ale (APA),5,4,1122963524
134,2704,St-Ambroise Oatmeal Stout,Oatmeal Stout,5,4,1141777715
134,2705,Griffon Extra Blonde,American Blonde Ale,5,4,1091907073
134,2779,Asahi Super Dry,Japanese Rice Lager,5,3,1102560051
134,2807,Saku Originaal,American Adjunct Lager,4.6,3,1163371196
134,2945,Steinlager,Euro Pale Lager,5,3,1102893825
134,3299,Wells IPA,English India Pale Ale (IPA),5,2.5,1153982932
134,3571,Charbonniere,Smoked Beer,5.4,4,1183101557
134,3573,Cerna Hora,Czech Pilsener,5,4.5,1090521492
134,3640,Michigan Brewing Sunset Amber,Vienna Lager,5,3,1128750935
134,3724,Fish Tale Poseidon's Imperial Stout,Russian Imperial Stout,10,4,1280558218
134,3759,Michigan Brewing Hamtramck Beer,American Adjunct Lager,,3,1128750214
134,3878,Amsterdam Framboise,Fruit / Vegetable Beer,6.5,4,1132354726
134,4168,Brother David's Belgian-style Double Ale,Dubbel,9,4,1160803503
134,4461,Blonde D'Epeautre,Belgian Pale Ale,5,4,1103948172
134,4474,Michigan Brewing Superior Stout,American Stout,5.5,4,1128749884
134,4686,Belle Vue Kriek,Lambic - Fruit,5.2,3.5,1155057522
134,4832,St. Arnoldus Triple,Tripel,7.5,3.5,1110948849
134,4907,Solstice D'ete,Berliner Weissbier,5.9,4,1091947346
134,5057,Fantôme Saison,Saison / Farmhouse Ale,8,4,1149706763
134,5285,Old Style Pilsner,German Pilsener,5,3,1091126940
134,5430,Kozel,Czech Pilsener,5,3,1155973162
134,5490,Dark Horse One Oatmeal Stout Ale,Oatmeal Stout,8,4,1242366400
134,6001,Meteor Pils,German Pilsener,5,4.5,1092465925
134,6258,Berkshire Oktoberfest Lager,Märzen / Oktoberfest,6.8,4,1141513435
134,6314,Kells Irish Style Lager,Euro Pale Lager,5,4,1245561841
134,6513,Pride,English Brown Ale,4.8,4.5,1110949202
134,6754,Warka,Märzen / Oktoberfest,5.6,4,1163371051
134,6818,Le Cheval Coup De Grisou,Hefeweizen,5,3,1107911262
134,6844,Brune D'Achouffe,Belgian Strong Dark Ale,8.5,4,1090828297
134,7305,Molson Dry,American Adjunct Lager,5.5,4,1090786702
134,7351,Königsbacher Pils,German Pilsener,4.8,4,1114930863
134,7401,Southampton Saison,Saison / Farmhouse Ale,6.5,4.5,1149705399
134,7456,St. Feuillien Triple,Tripel,8.5,4,1149707375
134,7582,Durham Signature Ale,English Pale Ale,5,4,1109824941
134,7615,Adnams SSB (Suffolk Special Bitter),Extra Special / Strong Bitter (ESB),4.5,3.5,1121559634
134,7920,Menabrea Birra,Euro Pale Lager,4.8,2.5,1115953006
134,7968,Lvivske Premium,Euro Pale Lager,4.7,3,1110147451
134,8012,Hophead India Pale Ale,American IPA,5.6,4,1126294899
134,8295,Carling Beer,American Adjunct Lager,4.9,1,1090521682
134,8590,Paddy's Irish Red,Irish Red Ale,5,1,1097953311
134,8629,Heritage Traditional Dark,Munich Dunkel Lager,4.5,3.5,1106422389
134,8906,Cruzcampo Lager,American Adjunct Lager,5,3,1090720402
134,9255,Mt Begbie Cream Ale,Cream Ale,4.79,4,1107571098
134,9256,Mt Begbie Tall Timber Ale,English Brown Ale,5.5,4,1110949384
134,9634,Stout Imperial,Russian Imperial Stout,7.5,4.5,1090827770
134,9636,Boucanier,American Porter,5,4,1090521325
134,9642,Rigor Mortis Blonde,Belgian Pale Ale,6,4.5,1090477977
134,9658,Gaélique,Cream Ale,5,4,1183101008
134,9766,De Ble Bitter,Belgian Pale Ale,5,4.5,1090561696
134,9828,Royal Challenge Indian Premium Lager,American Adjunct Lager,5,1,1102894123
134,9854,Blonde Biologique,American Blonde Ale,4.5,4,1108005258
134,10144,Rousse Bitter,English Bitter,4.5,4,1107832072
134,10219,Black Pilsner,Schwarzbier,5,3.5,1140991883
134,10331,Route Des Épices (Ale Rousse Au Poivre),Rye Beer,5,3,1090477810
134,10343,La Belge,Belgian Strong Pale Ale,8,3.5,1107829703
134,10352,Extra Stock Ale,Old Ale,6.2,4,1098601824
